Issued To	Issued By	Expiration Date	Intended Purposes	Friendly Name	Status	Certificate Template
fe80::bd1e:69dd:ccc3:a669	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::bd7a:463a:59aa:f90e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/29/2023	Server Authentication, Client Authentication	<None>	    	
fe80::bd8b:7662:5e7:fece	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/21/2023	Server Authentication, Client Authentication	<None>	    	
fe80::c0ef:aca7:f1dc:8e73	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/30/2023	Server Authentication, Client Authentication	<None>	    	
fe80::c0f5:6a56:8f80:e73d	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c143:e08f:fcc5:6d2d	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/4/2023	Server Authentication, Client Authentication	<None>	    	
fe80::c16f:827d:b65e:b98c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/31/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c19a:123b:6727:6fbf	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/19/2023	Server Authentication, Client Authentication	<None>	    	
fe80::c1f7:23d:aa01:4efb	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/3/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c20:3ad:3f57:fff1	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c406:93e1:660c:cbd8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/14/2023	Server Authentication, Client Authentication	<None>	    	
fe80::c431:f058:3b1c:2020	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/10/2023	Server Authentication, Client Authentication	<None>	    	
fe80::c45a:358f:9b53:2b6e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c491:cc92:58b5:2a24	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/2/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c4ac:4bf7:c956:dc2c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::c4d8:9c09:65af:7f40	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/9/2023	Server Authentication, Client Authentication	<None>	    	
fe80::c5c1:f7a5:34c8:a66f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c7d:37b8:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/17/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c863:fbb5:d2a6:7486	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c87:3f1d:211a:b886	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c893:f67b:ce00:3cbc	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/3/2023	Server Authentication, Client Authentication	<None>	    	
fe80::c8a:3c57:b8bc:75e0	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/8/2022	Server Authentication, Client Authentication	<None>	    	
fe80::c979:43a7:d8e:862f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/10/2023	Server Authentication, Client Authentication	<None>	    	
fe80::c9ae:a85d:3575:33a0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/31/2022	Server Authentication, Client Authentication	<None>	    	
fe80::cc7:2d11:19bf:ad4c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/28/2023	Server Authentication, Client Authentication	<None>	    	
fe80::ccbd:ec61:ae5d:46e7	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/6/2023	Server Authentication, Client Authentication	<None>	    	
fe80::cd4f:aa4d:faec:555f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/7/2023	Server Authentication, Client Authentication	<None>	    	
fe80::cd60:9180:5e88:629b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::cd99:80db:dfe5:1f9c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/31/2023	Server Authentication, Client Authentication	<None>	    	
fe80::cd9b:e81a:324:d008	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/8/2022	Server Authentication, Client Authentication	<None>	    	
fe80::cfa:1fb0:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/16/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d013:1fad:df3:41d8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/8/2023	Server Authentication, Client Authentication	<None>	    	
fe80::d021:7fe6:2b1e:a663	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/31/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d0b6:88ab:fa98:4002	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d109:c7ce:805c:9a0d	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/14/2023	Server Authentication, Client Authentication	<None>	    	
fe80::d43a:4dd2:e359:67f1	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/9/2023	Server Authentication, Client Authentication	<None>	    	
fe80::d483:7474:fbb7:686f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/6/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d4c0:573:174e:7c78	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/19/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d516:9573:2512:b73f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/6/2023	Server Authentication, Client Authentication	<None>	    	
fe80::d558:2d09:34b8:de33	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d567:7aad:d2c0:bd28	Microsoft Windows Web Management (Test) (KayCoinsUSA)	9/4/2023	Server Authentication, Client Authentication	<None>	    	
fe80::d5dc:3d27:a704:355d	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d5f8:32ce:660:264f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d80c:3a21:c3d5:1d3b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/11/2023	Server Authentication, Client Authentication	<None>	    	
fe80::d863:c2cb:5c10:db57	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/30/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d876:1efd:3860:6676	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/30/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d8da:d867:5f88:7b08	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/26/2023	Server Authentication, Client Authentication	<None>	    	
fe80::d8ea:185a:bb91:6ddf	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d91e:7b98:ee04:b38b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::d990:5554:11f1:9143	Microsoft Windows Web Management (Test) (KayCoinsUSA)	9/4/2023	Server Authentication, Client Authentication	<None>	    	
fe80::dc4:5d03:4e5a:6d32	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/5/2022	Server Authentication, Client Authentication	<None>	    	
fe80::dc7a:b190:5644:b3e3	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/27/2023	Server Authentication, Client Authentication	<None>	    	
fe80::dc83:3e94:c13d:8868	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::dc96:f513:ad35:786	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/18/2022	Server Authentication, Client Authentication	<None>	    	
fe80::dcca:9505:6415:2bb0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::dd5f:904f:c820:27c3	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/2/2022	Server Authentication, Client Authentication	<None>	    	
fe80::ddbc:4625:c573:803	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/12/2023	Server Authentication, Client Authentication	<None>	    	
fe80::e01a:a1ef:fab8:bde1	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/5/2022	Server Authentication, Client Authentication	<None>	    	
fe80::e0c5:ad06:e41f:b76b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::e193:b229:d81d:ff30	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/26/2023	Server Authentication, Client Authentication	<None>	    	
fe80::e46d:7a7f:70a8:3ba4	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/19/2022	Server Authentication, Client Authentication	<None>	    	
fe80::e56c:e5fd:751f:d1c0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::e5b3:6f2a:220b:5b00	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/4/2022	Server Authentication, Client Authentication	<None>	    	
fe80::e933:17de:d133:99e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::e941:e8e6:3169:ebdb	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/5/2022	Server Authentication, Client Authentication	<None>	    	
fe80::e944:744c:104a:4910	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/13/2022	Server Authentication, Client Authentication	<None>	    	
fe80::ec12:d900:37b2:aa28	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/30/2022	Server Authentication, Client Authentication	<None>	    	
fe80::ec39:9fe6:64b6:50aa	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/19/2023	Server Authentication, Client Authentication	<None>	    	
fe80::ec75:b912:8bf0:8684	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::ecf3:662a:c5b2:8a26	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/16/2023	Server Authentication, Client Authentication	<None>	    	
fe80::ecfb:2ee0:147a:c44c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/5/2023	Server Authentication, Client Authentication	<None>	    	
fe80::ed55:4e42:7311:3321	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::ed80:ba37:be6a:c5de	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/18/2022	Server Authentication, Client Authentication	<None>	    	
fe80::edad:de1b:c726:3a10	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/11/2023	Server Authentication, Client Authentication	<None>	    	
fe80::f113:ea03:9386:fd13	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/7/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f16a:291f:661e:9a0a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/31/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f181:c5a6:d6c6:5d17	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/10/2023	Server Authentication, Client Authentication	<None>	    	
fe80::f4d9:6564:73ab:e7b8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/3/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f4db:4c6c:7a09:2f57	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f56a:aee1:4f31:4532	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f56c:6cc7:707:94cc	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::f579:c712:57d9:3635	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/24/2023	Server Authentication, Client Authentication	<None>	    	
fe80::f5b0:6c95:78fc:f446	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/3/2023	Server Authentication, Client Authentication	<None>	    	
fe80::f5b3:aeee:e6d1:35a3	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/22/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f848:e8d1:aa0c:bdbf	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/12/2023	Server Authentication, Client Authentication	<None>	    	
fe80::f88b:5bed:1f14:510e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/2/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f8b2:5503:88fa:4c81	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/13/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f8f3:decf:24ea:6ff2	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/30/2023	Server Authentication, Client Authentication	<None>	    	
fe80::f924:909f:3a4a:5b8a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f93a:aeff:9b2d:a8ef	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f9b3:bbe0:684a:2573	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::f9e5:749b:696a:b522	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/9/2023	Server Authentication, Client Authentication	<None>	    	
fe80::fc3c:f2e9:44f1:7b9b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/28/2022	Server Authentication, Client Authentication	<None>	    	
fe80::fc42:ca9f:40b:3337	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/13/2022	Server Authentication, Client Authentication	<None>	    	
fe80::fc5b:bd3:d029:896f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::fdc9:dd3c:f831:9580	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/4/2023	Server Authentication, Client Authentication	<None>	    	
fe80::fdec:ee14:fa6b:8a69	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/16/2023	Server Authentication, Client Authentication	<None>	    	
fe80::ffff:ffff:fffe	Microsoft Windows Web Management (Test) (KayCoinsUSA)	11/19/2023	Server Authentication, Client Authentication	<None>	    	
KayCoinsUSA	Microsoft Windows Web Management (Test) (KayCoinsUSA)	9/4/2023	Server Authentication, Client Authentication	<None>	    	
Kaycustomsethermine	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/24/2022	Server Authentication, Client Authentication	<None>	    	
KayEtherMine	Microsoft Windows Web Management (Test) (KayEtherMine)	8/5/2022	Server Authentication, Client Authentication	<None>	    	
localhost	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/8/2022	Server Authentication, Client Authentication	<None>	    	
Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/1/2049	<All>	<None>	    	
Microsoft Windows Web Management (Test) (KayCoinsUSA)	Microsoft Windows Web Management (Test) (KayCoinsUSA)	8/28/2050	<All>	<None>	    	
Microsoft Windows Web Management (Test) (Kaycustomsethermine)	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/1/2049	<All>	<None>	    	
